uid,sen_ratio,label
5d648f167d7dbe4bc4868fb5,0.0,1
5d648d3a7d7dbe4bc4809c61,0.0,1
5d63748f4285a7c3317db0a7,0.008978675645342313,-1
5d648fbc7d7dbe4bc488718d,0.0026936026936026937,-1
5d6382764285a7c33181afef,0.0,15
5d63cd434285a7c3318b5583,0.0026936026936026937,-1
5d648ff87d7dbe4bc4891051,0.0002244668911335578,-1
5d648fe67d7dbe4bc488e1be,0.0,37
5d648fda7d7dbe4bc488c04f,0.0,-1
5d63985c4285a7c331854dd3,0.0,-1
5d6490167d7dbe4bc4895fd6,0.0,-1
5d648d7c7d7dbe4bc48184ae,0.0006734006734006734,13
5d648f3b7d7dbe4bc486fed5,0.0,1
5d648ff77d7dbe4bc4890ed4,0.0004489337822671156,16
5d75152add07cce828f874cc,0.06554433221099888,2
5d6490237d7dbe4bc4897d42,0.0,-1
5d648f8f7d7dbe4bc487ed6d,0.0,1
5d648e837d7dbe4bc484ea1e,0.0002244668911335578,-1
5d648e2a7d7dbe4bc483de85,0.0,-1
5d648e847d7dbe4bc484eaa2,0.001122334455667789,-1
5d648e127d7dbe4bc48399da,0.02334455667789001,-1
5d648e907d7dbe4bc48511e9,0.003367003367003367,-1
5d63d0a44285a7c3318b8542,0.00202020202020202,-1
5d648cee7d7dbe4bc47f8507,0.0,1
5d63b7af4285a7c331897191,0.0002244668911335578,11
5d648ec67d7dbe4bc485aad6,0.0026936026936026937,-1
5d648e277d7dbe4bc483d5d6,0.0006734006734006734,-1
5d637e784285a7c33180a536,0.0002244668911335578,17
5d6386ef4285a7c33182643c,0.009876543209876543,-1
5d648e377d7dbe4bc4840419,0.0,1
5d648e3d7d7dbe4bc4841cc8,0.0008978675645342312,-1
5d64907e7d7dbe4bc48a96c1,0.0002244668911335578,-1
5d6381b24285a7c331818316,0.0,-1
5d648e097d7dbe4bc4837720,0.0,-1
5d63b1ff4285a7c33188f11b,0.0013468013468013469,-1
5d6399964285a7c331857399,0.0006734006734006734,22
5d648c767d7dbe4bc47da6bd,0.0,12
5d63c3df4285a7c3318a7abb,0.0029180695847362513,-1
5d648e037d7dbe4bc483667c,0.0,18
5d639ffb4285a7c331864e20,0.030976430976430977,-1
5d6376724285a7c3317e40fd,0.004264870931537598,9
5d6490487d7dbe4bc48a051d,0.0,1
5d6397984285a7c331853390,0.001122334455667789,-1
5d63d1fd4285a7c3318b9c13,0.0,5
5d63c6024285a7c3318a995b,0.0024691358024691358,-1
5d648f477d7dbe4bc487244c,0.0,-1
5d636cf14285a7c3317c7b13,0.0,1
5d648fee7d7dbe4bc488f43b,0.0,1
5d648d9c7d7dbe4bc481f5c0,0.0,1
5d6397a44285a7c331853b4b,0.0,1
5d648e1e7d7dbe4bc483bfac,0.0,1
5d63ab494285a7c33188143d,0.0,11
5d648d8d7d7dbe4bc481bf62,0.0,7
5d648d937d7dbe4bc481d975,0.0,-1
5d636e154285a7c3317ccc00,0.004489337822671156,-1
5d636e724285a7c3317cdaca,0.0,1
5d75152add07cce828f87554,0.07362514029180696,2
5d63a5df4285a7c33186f5b2,0.0,1
5d6366c34285a7c3317a3aea,0.007631874298540965,-1
5d6388184285a7c3318299f5,0.0,1
5d648ed07d7dbe4bc485cae8,0.0,12
5d648e977d7dbe4bc48529ca,0.0,-1
5d63a8684285a7c33187a965,0.0006734006734006734,-1
5d63ce3b4285a7c3318b6bea,0.0,-1
5d63d3334285a7c3318bbc1f,0.0,-1
5d648fd37d7dbe4bc488aef7,0.0,1
5d648d347d7dbe4bc480895f,0.0004489337822671156,-1
5d63d9de4285a7c3318c7b0a,0.0,-1
5d639e114285a7c3318624b7,0.0002244668911335578,19
5d63b7524285a7c33189650e,0.0,1
5d63d23f4285a7c3318ba3c5,0.0,-1
5d648fb27d7dbe4bc48856e9,0.0,20
5d63d3574285a7c3318bc0ed,0.0004489337822671156,-1
5d648d487d7dbe4bc480d58f,0.0,14
5d6371054285a7c3317d6110,0.0,-1
5d648efc7d7dbe4bc486467e,0.00202020202020202,-1
5d648e627d7dbe4bc4849b92,0.0,21
5d63c8864285a7c3318ac9e7,0.0002244668911335578,-1
5d63a88b4285a7c33187ad61,0.0002244668911335578,1
5d648c8e7d7dbe4bc47e12ed,0.0,22
5d639a7e4285a7c3318595c8,0.0,19
5d636fff4285a7c3317d2703,0.0002244668911335578,-1
5d635408ea309cc86a3e0320,0.07968574635241302,15
5d648cb87d7dbe4bc47eb8f8,0.0,-1
5d648eb87d7dbe4bc48584df,0.0,1
5d63637c4285a7c33178d8da,0.0,1
5d637feb4285a7c331811e05,0.0,1
5d648dc17d7dbe4bc4827b61,0.0004489337822671156,23
5d648d557d7dbe4bc481041a,0.0,24
5d648df97d7dbe4bc48344c5,0.0,-1
5d6490687d7dbe4bc48a5be0,0.0008978675645342312,-1
5d648cca7d7dbe4bc47ef91d,0.0,1
5d648fd77d7dbe4bc488b821,0.0,-1
5d648e597d7dbe4bc4847d3a,0.0,1
5d63d2ea4285a7c3318bb140,0.0,1
5d648e097d7dbe4bc4837688,0.005611672278338945,-1
5d6490907d7dbe4bc48acabc,0.0,1
5d648faa7d7dbe4bc4883947,0.0006734006734006734,-1
5d648f737d7dbe4bc487a34c,0.0,19
5d63874a4285a7c331826ae2,0.002244668911335578,-1
5d6490297d7dbe4bc4898999,0.0,-1
5d638fc54285a7c331840913,0.0002244668911335578,-1
5d648cb57d7dbe4bc47ea93d,0.0,1
5d648f5a7d7dbe4bc48753ad,0.0,44
5d63a04b4285a7c331865400,0.0,-1
5d648c8a7d7dbe4bc47e0106,0.0,-1
5d63c7da4285a7c3318ac201,0.0004489337822671156,-1
5d638b2c4285a7c331831862,0.0002244668911335578,7
5d648f617d7dbe4bc4876bd5,0.0,-1
5d648e5b7d7dbe4bc4848611,0.0,1
5d635f094285a7c33176c632,0.0,1
5d75152add07cce828f8753b,0.03411896745230079,2
5d648d557d7dbe4bc4810364,0.0,25
5d63b76e4285a7c331896669,0.0,1
5d648ffd7d7dbe4bc4891c5a,0.0,1
5d648ec67d7dbe4bc485ab9c,0.0,-1
5d63bb734285a7c33189f1ca,0.001122334455667789,-1
5d63753c4285a7c3317df308,0.0,-1
5d648e4a7d7dbe4bc4844c39,0.0,7
5d648eba7d7dbe4bc48589be,0.0002244668911335578,15
5d648e307d7dbe4bc483f1f9,0.0002244668911335578,-1
5d6360f44285a7c331775f40,0.0,-1
5d6490127d7dbe4bc48952d4,0.0,-1
5d638f964285a7c33183ffaf,0.0013468013468013469,-1
5d648f807d7dbe4bc487c73d,0.0,1
5d648d607d7dbe4bc4812817,0.0,1
5d63c50f4285a7c3318a8b99,0.0,26
5d648e6c7d7dbe4bc484b121,0.0,12
5d63a3694285a7c33186b136,0.012345679012345678,-1
5d6361ab4285a7c33177b123,0.0002244668911335578,-1
5d63bd814285a7c3318a0f27,0.0,1
5d648c847d7dbe4bc47de84c,0.0,-1
5d648e277d7dbe4bc483d823,0.0,1
5d648e937d7dbe4bc48519b2,0.0006734006734006734,-1
5d648fd67d7dbe4bc488b7e1,0.0,1
5d648ef37d7dbe4bc486301c,0.0,-1
5d63b4d54285a7c3318939f0,0.0047138047138047135,-1
5d636c984285a7c3317c602c,0.0004489337822671156,-1
5d648c977d7dbe4bc47e3416,0.0029180695847362513,-1
5d648e3e7d7dbe4bc484207f,0.0,-1
5d648e507d7dbe4bc484622b,0.0,1
5d6490507d7dbe4bc48a1d36,0.0,21
5d648ed87d7dbe4bc485e149,0.0,1
5d6361ff4285a7c33177d456,0.00404040404040404,-1
5d63b7d64285a7c3318980aa,0.0,27
5d648ebd7d7dbe4bc48591d9,0.0,1
5d648dd07d7dbe4bc482b068,0.0,1
5d6490167d7dbe4bc4895f24,0.0015712682379349046,-1
5d648df47d7dbe4bc48335e5,0.0,-1
5d63c3b14285a7c3318a77b7,0.001122334455667789,-1
5d648eb07d7dbe4bc4856a4e,0.009652076318742986,-1
5d648f887d7dbe4bc487dbd5,0.0,-1
5d648d0e7d7dbe4bc47fffee,0.0013468013468013469,-1
5d648f337d7dbe4bc486e3e3,0.0,1
5d648eb87d7dbe4bc4858516,0.0,12
5d63c9144285a7c3318ad28e,0.0,1
5d63cbda4285a7c3318b42ec,0.0,-1
5d648c907d7dbe4bc47e1949,0.0,25
5d6385614285a7c3318234de,0.0026936026936026937,17
5d63935a4285a7c3318492ea,0.0,-1
5d6490547d7dbe4bc48a2a1a,0.0,1
5d63cafe4285a7c3318b30b3,0.0,26
5d648e027d7dbe4bc48361e4,0.0,-1
5d6490137d7dbe4bc4895729,0.0002244668911335578,14
5d63d9564285a7c3318c75ab,0.0002244668911335578,26
5d648dfa7d7dbe4bc4834534,0.0,-1
5d648ef07d7dbe4bc4862644,0.0,1
5d648df67d7dbe4bc4833bb4,0.0053872053872053875,-1
5d63c8154285a7c3318ac467,0.0013468013468013469,26
5d63c6bf4285a7c3318ab028,0.0,-1
5d63ae794285a7c331886563,0.002244668911335578,-1
5d63b4ff4285a7c331893e9d,0.0,1
5d648f617d7dbe4bc4876d89,0.0,-1
5d648dc17d7dbe4bc4827b34,0.0,12
5d6377974285a7c3317e9fa7,0.0008978675645342312,-1
5d637db04285a7c331804929,0.0,1
5d648c707d7dbe4bc47d8e3e,0.0,-1
5d6490477d7dbe4bc48a011d,0.0,0
5d648db17d7dbe4bc482465f,0.0002244668911335578,1
5d648d587d7dbe4bc4810ad2,0.0,-1
5d648d807d7dbe4bc481903f,0.012570145903479237,1
5d64906d7d7dbe4bc48a68e5,0.0002244668911335578,1
5d6364574285a7c331795908,0.0002244668911335578,-1
5d648de67d7dbe4bc48307b3,0.0,-1
5d638b6c4285a7c33183279f,0.0,-1
5d63d5ea4285a7c3318bfa18,0.0,-1
5d648f6f7d7dbe4bc487986b,0.0,21
5d63793c4285a7c3317f40d7,0.0004489337822671156,31
5d63ad234285a7c331883b63,0.0,1
5d648f457d7dbe4bc4871a83,0.0,17
5d6490087d7dbe4bc489396e,0.0,1
5d648ced7d7dbe4bc47f7e9e,0.0,-1
5d637e8b4285a7c33180a87b,0.0004489337822671156,-1
5d648fd07d7dbe4bc488a818,0.0,1
5d63a6a54285a7c331874b5d,0.0,1
5d639d6e4285a7c331861784,0.0,-1
5d63b0444285a7c33188bd52,0.0,12
5d648ef87d7dbe4bc4863d36,0.0,-1
5d648f2b7d7dbe4bc486cf89,0.0,-1
5d63b2dc4285a7c33189014e,0.006734006734006734,-1
5d648e787d7dbe4bc484cf28,0.0,1
5d648e7e7d7dbe4bc484dbdb,0.0,1
5d648f197d7dbe4bc4869895,0.0,-1
5d648e097d7dbe4bc48375cc,0.0,28
5d635f444285a7c33176cc1a,0.001122334455667789,29
5d6490137d7dbe4bc489579d,0.0,30
5d648e4f7d7dbe4bc48461c0,0.0,1
5d648e7f7d7dbe4bc484deb0,0.0,19
5d6361724285a7c33177922e,0.0,-1
5d64906a7d7dbe4bc48a6308,0.0,1
5d6367f14285a7c3317ad8f6,0.01526374859708193,-1
5d63d0014285a7c3318b7b2b,0.01638608305274972,1
5d63814b4285a7c331816810,0.0002244668911335578,4
5d648df17d7dbe4bc4832f29,0.0,-1
5d63a96c4285a7c33187c4d1,0.0015712682379349046,26
5d63c3af4285a7c3318a77b5,0.0,1
5d648ee17d7dbe4bc485fe99,0.0,31
5d6396874285a7c331851195,0.0024691358024691358,-1
5d648fbb7d7dbe4bc4886c90,0.0,-1
5d648eb17d7dbe4bc4856c64,0.0002244668911335578,-1
5d6360204285a7c33176e9cd,0.0006734006734006734,-1
5d648dc57d7dbe4bc4828b17,0.001122334455667789,-1
5d64904b7d7dbe4bc48a0c87,0.0004489337822671156,-1
5d648d647d7dbe4bc48132da,0.0,9
5d648dbc7d7dbe4bc48268c0,0.0,1
5d648cc27d7dbe4bc47edaa8,0.01324354657687991,-1
5d63c7734285a7c3318ab922,0.0013468013468013469,32
5d648e8d7d7dbe4bc4850877,0.001122334455667789,-1
5d648fe67d7dbe4bc488e133,0.0,-1
5d648db17d7dbe4bc4824597,0.0013468013468013469,-1
5d63768b4285a7c3317e41a7,0.0026936026936026937,16
5d648dad7d7dbe4bc48236f9,0.0,-1
5d648eee7d7dbe4bc4861fe4,0.0,1
5d648ed27d7dbe4bc485d10b,0.0,1
5d648fcd7d7dbe4bc488a027,0.0004489337822671156,11
5d64900b7d7dbe4bc4894218,0.0008978675645342312,-1
5d648f397d7dbe4bc486f9f0,0.0002244668911335578,-1
5d6385324285a7c331822be3,0.0,-1
5d648df07d7dbe4bc4832cd9,0.0004489337822671156,-1
5d648e397d7dbe4bc4840bd5,0.0,-1
5d648e3f7d7dbe4bc4842503,0.0,67
5d648d107d7dbe4bc48008b0,0.0038159371492704824,-1
5d648eb17d7dbe4bc4856c4c,0.0,1
5d63cc3f4285a7c3318b4657,0.014590347923681257,-1
5d75152add07cce828f8761d,0.011447811447811448,2
5d63d27b4285a7c3318ba808,0.0,17
5d648cd77d7dbe4bc47f21cf,0.0,33
5d63ce424285a7c3318b6d1c,0.006509539842873177,-1
5d6385e24285a7c331824ba1,0.0,1
5d63c9524285a7c3318ad591,0.0002244668911335578,17
5d63c5014285a7c3318a8b7e,0.0,-1
5d6369b64285a7c3317b8a5e,0.0,1
5d648e137d7dbe4bc4839b90,0.0,26
5d63bbde4285a7c33189f4c2,0.0,1
5d63bcbe4285a7c3318a0811,0.0,-1
5d6380d94285a7c3318157a5,0.0,-1
5d648f627d7dbe4bc4876e4e,0.0013468013468013469,-1
5d64902b7d7dbe4bc4899117,0.0,4
5d63a62c4285a7c33187054a,0.0,-1
5d64900f7d7dbe4bc4894add,0.0013468013468013469,-1
5d648dc17d7dbe4bc4827d9a,0.006060606060606061,11
5d648c707d7dbe4bc47d904f,0.0,1
5d635864ea309cc86a3e7287,0.0017957351290684624,-1
5d6490887d7dbe4bc48ab400,0.007631874298540965,-1
5d648dd27d7dbe4bc482b60a,0.003367003367003367,-1
5d648db57d7dbe4bc4825238,0.0,1
5d6367f74285a7c3317adabe,0.0,1
5d63548eea309cc86a3e0daa,0.0,0
5d75152add07cce828f874ca,0.046464646464646465,2
5d648f987d7dbe4bc48805c8,0.0,1
5d648ecc7d7dbe4bc485bc03,0.0,1
5d63d57a4285a7c3318be647,0.002244668911335578,-1
5d648fdc7d7dbe4bc488c4f3,0.0,17
5d63d0fc4285a7c3318b892a,0.0029180695847362513,-1
5d63a6fd4285a7c331876ead,0.0031425364758698093,-1
5d648fe37d7dbe4bc488d4f1,0.0,33
5d6378f34285a7c3317f2179,0.0024691358024691358,-1
5d637a704285a7c3317f7e4c,0.015488215488215488,-1
5d75152add07cce828f875d6,0.02850729517396184,2
5d6490187d7dbe4bc4896351,0.0,11
5d648e6b7d7dbe4bc484aec1,0.0,1
5d648efe7d7dbe4bc4864ec5,0.0002244668911335578,-1
5d63a4274285a7c33186d1d1,0.0,-1
5d648e317d7dbe4bc483f352,0.0,13
5d648cb47d7dbe4bc47ea478,0.0,-1
5d63af154285a7c331887788,0.0002244668911335578,26
5d63d27e4285a7c3318ba810,0.0,-1
5d6383814285a7c33181daee,0.0,1
5d648ce97d7dbe4bc47f6b6b,0.0,34
5d648ed27d7dbe4bc485d102,0.0,0
5d6365d24285a7c33179c001,0.0002244668911335578,1
5d648c897d7dbe4bc47dfb5b,0.0031425364758698093,12
5d648c9c7d7dbe4bc47e48b2,0.0,-1
5d648db97d7dbe4bc4825e09,0.005836139169472503,-1
5d648efb7d7dbe4bc4864545,0.0,1
5d6490497d7dbe4bc48a07e2,0.007631874298540965,-1
5d648c957d7dbe4bc47e2dfa,0.0,-1
5d648d6b7d7dbe4bc4814b23,0.0,11
5d6490217d7dbe4bc48979bf,0.0,1
5d63afd04285a7c33188aa76,0.0,-1
5d63b10c4285a7c33188da19,0.0,35
5d6380144285a7c331813066,0.0047138047138047135,-1
5d64900e7d7dbe4bc4894aa6,0.0002244668911335578,-1
5d648f337d7dbe4bc486e8d7,0.0,-1
5d648f1a7d7dbe4bc4869b8e,0.00404040404040404,-1
5d636a844285a7c3317bcbbb,0.0,-1
5d639fee4285a7c331864d2e,0.0,9
5d63da214285a7c3318c7dee,0.0,3
5d648f5c7d7dbe4bc4875ca8,0.0,4
5d63a4c64285a7c33186da11,0.0,4
5d648d7c7d7dbe4bc481844f,0.0,19
5d63b9994285a7c33189cbe0,0.0002244668911335578,-1
5d63ca494285a7c3318b0faa,0.0,1
5d6369784285a7c3317b7b2c,0.0,12
5d648d487d7dbe4bc480d5d9,0.0002244668911335578,-1
5d6490617d7dbe4bc48a4b37,0.0,44
5d63ad5b4285a7c3318841cb,0.0,1
5d648c6f7d7dbe4bc47d8b97,0.004264870931537598,-1
5d648f9a7d7dbe4bc4880aef,0.0,1
5d63b6a34285a7c331895954,0.0,7
5d638cd94285a7c331837aa9,0.0004489337822671156,-1
5d6362bc4285a7c3317871b8,0.0006734006734006734,1
5d636e784285a7c3317cdb05,0.0015712682379349046,12
5d6369ab4285a7c3317b84ac,0.0,1
5d648f847d7dbe4bc487d196,0.0,-1
5d639f454285a7c3318640de,0.0,1
5d63b6b14285a7c3318959c4,0.0,-1
5d648ed37d7dbe4bc485d157,0.0,14
5d648f5c7d7dbe4bc4875bb0,0.0004489337822671156,-1
5d648fce7d7dbe4bc488a297,0.0,1
5d64901e7d7dbe4bc489714e,0.0002244668911335578,-1
5d648f107d7dbe4bc4867e24,0.0,1
5d63b0cf4285a7c33188d7c4,0.0015712682379349046,-1
5d63b81f4285a7c3318987da,0.0002244668911335578,33
5d6383194285a7c33181cacd,0.0,-1
5d63ca884285a7c3318b1e15,0.0002244668911335578,-1
5d6490327d7dbe4bc489a050,0.0,4
5d648db37d7dbe4bc4824d97,0.0002244668911335578,34
5d64908f7d7dbe4bc48aca1b,0.0,36
5d6361354285a7c33177830c,0.0,37
5d75152add07cce828f87618,0.060381593714927045,2
5d6393224285a7c331848b81,0.00202020202020202,-1
5d63a53b4285a7c33186e348,0.0,-1
5d648dff7d7dbe4bc4835869,0.0,5
5d648ee87d7dbe4bc4860f9e,0.0,-1
5d648e6a7d7dbe4bc484ac1c,0.0,1
5d648c937d7dbe4bc47e27f1,0.0,1
5d648c9a7d7dbe4bc47e4199,0.0,1
5d63c7954285a7c3318abd76,0.0,1
5d648dcc7d7dbe4bc482a258,0.0,1
5d648d677d7dbe4bc4813d3f,0.0,-1
5d63b6914285a7c3318957ed,0.0008978675645342312,-1
5d648f117d7dbe4bc486829d,0.0,-1
5d636ffe4285a7c3317d2677,0.019528619528619527,-1
5d648e747d7dbe4bc484c533,0.0,1
5d648dcf7d7dbe4bc482ad0e,0.0004489337822671156,-1
5d64908c7d7dbe4bc48ac1f8,0.0,1
5d648ff87d7dbe4bc4890fd2,0.0,19
5d648efc7d7dbe4bc486460d,0.0,-1
5d64904f7d7dbe4bc48a1bfe,0.0004489337822671156,59
5d638dcc4285a7c331838c93,0.0002244668911335578,4
5d648cb77d7dbe4bc47eb3bf,0.0008978675645342312,-1
5d648e487d7dbe4bc4844681,0.0,1
5d63ae434285a7c331885b2b,0.0,1
5d6490837d7dbe4bc48aa8d7,0.0002244668911335578,-1
5d648ef17d7dbe4bc486284b,0.0029180695847362513,-1
5d648e257d7dbe4bc483d08f,0.0,-1
5d6490237d7dbe4bc4897e4a,0.0,26
5d63c17a4285a7c3318a4e74,0.0004489337822671156,-1
5d6353aaea309cc86a3df86f,0.0006734006734006734,19
5d6379164285a7c3317f3d0d,0.00404040404040404,26
5d6490647d7dbe4bc48a52b3,0.008978675645342313,-1
5d648e8e7d7dbe4bc4850c26,0.0008978675645342312,26
5d6390ba4285a7c331842e22,0.0,11
5d648e717d7dbe4bc484bc49,0.0017957351290684624,-1
5d648ec37d7dbe4bc485a4db,0.0031425364758698093,19
5d648c9c7d7dbe4bc47e46f3,0.0,1
5d648fcc7d7dbe4bc4889c99,0.0,1
5d648d187d7dbe4bc4801f34,0.0,1
5d648cac7d7dbe4bc47e84c1,0.0006734006734006734,-1
5d63b7e84285a7c331898206,0.0,1
5d648c917d7dbe4bc47e1da0,0.001122334455667789,-1
